Date,CPI National Year on Year Inflation,Advances by banks,Auto Sales,Consumer Confidence Index,Call Money Rate (End of Period),IMF Commodity Prices,National Consumer Price Index,Credit to the Private Sector,Deposits of Banks,Deposit Rate,Pakistani Rupee to US Dollar Nominal Exchange Rate,Economic Policy Uncertainty,Fertilizers Sales,Karachi Stock Exchange 100 Index,KIBOR 1 Year Interest Rate,KIBOR 6 months Interest Rate,Karachi Stock Exchange All Shares Index,Lending Rate,International Oil Prices,SBP Policy Rate,Public Sector Borrowing,Real Output - Quantum Index of Large-Scale Manufacturing Industries,Real Effective Exchange Rate,Weighted Average Overnight Repo Rate 
2012-11-01,-0.21037041792053568,-0.6702050175992816,-0.4968872085696282,-0.8034625701048531,0.0907395898073338,0.499334533782197,-0.5926314562201219,-0.721429474071313,-0.6429740754163025,0.13941018766756041,-0.2140324208199172,-0.42710554945099377,-0.8583287425741225,-1.8474859654935398,-0.004060913705582948,0.0020387359836893442,-1.8665491855530676,0.3051224944320714,0.7443971957246291,0.09857072449482504,-0.5631713695974979,-1.1458774747799072,0.007824638188994084,0.04747239438778473
2012-12-01,-0.05371177093490181,-0.6538482533013686,-0.4027221172022684,-0.816142404291637,0.08825357364822882,0.5387927659907616,-0.5637169173370628,-0.6701338446791258,-0.6230831193595268,0.1737265415549599,-0.19323471559550248,-0.4716098672321421,-0.844142435893777,-1.8206673859389142,0.0020304568527929165,0.0020387359836893442,-1.8337778429337996,0.2383073496659243,0.7480749339156415,0.0,-0.552634338101031,-1.1139270245657205,-0.10443759793194174,0.04066377687178227
2013-01-01,-0.002786440566762789,-0.6496053110542731,-0.5526402016383113,-0.8288222384784203,0.03356121814791791,0.6236592812964848,-0.5394660137577226,-0.6573087004727209,-0.6316103351370106,0.07506702412868625,-0.18824569577738032,-0.4177556479471779,-0.8299562201566134,-1.7933682127783679,-0.018274111675127953,-0.016309887869519823,-1.8045753946962866,0.22048997772828507,0.8340420641305596,0.0,-0.5375110723070563,-1.0781950245947605,-0.10449048944483817,0.028953841831722543
2013-02-01,-0.1167685300463972,-0.6508676485916566,-0.4909388783868935,-0.7980980248719831,0.0037290242386576926,0.6126986612385503,-0.5280401072636106,-0.6535580864738564,-0.6275576700145328,0.057908847184986505,-0.17941643218273526,-0.09618273237369303,-0.8157705296627232,-1.7180485148727127,-0.0020304568527929165,-0.002038735983688982,-1.7371172826414147,0.19821826280623617,0.8912768647281919,0.0,-0.5233032003691648,-1.0407776210435684,-0.11877780936576515,-0.018460189773756595
2013-03-01,-0.2502668640608477,-0.6496181396877831,-0.2694391934467549,-0.7673738112655458,0.07582349285270347,0.5165583653018081,-0.5236096537250774,-0.6552728793987865,-0.6120156516356959,0.04289544235924956,-0.177958770740223,-0.6854260003474268,-0.8015850266231448,-1.7285956836383352,0.018274111675127953,0.020387359836900324,-1.7330533093083857,0.16258351893095774,0.7807148603608778,0.0,-0.5121804774492711,-1.007498953102133,-0.04171487507685876,0.06665628443194692
2013-04-01,-0.39838280323740344,-0.6537358744718211,-0.3295274102079395,-0.6449646427700566,0.13797389683032932,0.456118374696626,-0.5194123819517299,-0.6557872323686041,-0.6200053661910849,0.05361930294906166,-0.17380443562906325,-0.406504266845977,-0.7873998019810619,-1.6526141581743583,0.024365482233503457,0.02854230377166277,-1.6495928516367349,0.14922048997772863,0.689001264222503,0.0,-0.49606402469959526,-0.9803793201819707,-0.03918930533609307,0.1227815114475039
2013-05-01,-0.5143197386291855,-0.6413421316378156,-0.22659105229993698,-0.5225554742745675,0.10068365444375373,0.40726532529554554,-0.49959193191092327,-0.67781259217541,-0.5916448257788879,0.08364611260053632,-0.1726591302099465,-0.2931014540602498,-0.7732147926330389,-1.4227844250453987,0.024365482233503457,0.03261977573904291,-1.4262749935261219,0.1135857461024502,0.7023330651649233,0.0,-0.46956636812775676,-0.9536610614671626,-0.007950255532122514,0.07991262455339514
2013-06-01,-0.41181493454293333,-0.6508050448601278,0.008519218651543793,-0.450377956595953,0.031075201988812928,0.27479840288107743,-0.4881660254168109,-0.7038468396494063,-0.5485512239693789,0.06434316353887415,-0.16788702429696037,-0.46328737803584946,-0.7590299094918809,-1.4889153997482945,-0.02233502538070982,-0.010193679918449257,-1.470484822886106,0.05122494432071278,0.7119871279163312,-0.09857072449482504,-0.43551617210163257,-0.924724797740208,0.01372204187685516,0.04404036327325729
2013-07-01,0.011552184492875468,-0.6715245708421196,-0.8170888468809073,-0.3782004389173378,-0.17526413921690492,0.22250058717607463,-0.463681940072285,-0.7098101583322137,-0.5776233360213295,-0.012868632707774906,-0.13433131082808186,-0.6751879395667482,-0.7448444676997512,-1.3022533286568494,-0.07918781725888227,-0.07339449541284283,-1.2749310404288443,0.03340757238307357,0.8384093782323869,-0.09857072449482504,-0.420581066222679,-0.8980762832799372,0.04486853153325814,-0.1624414990425373
2013-08-01,0.06355597699177495,-0.6640298265729108,-0.6983238815374921,-0.37673738112655497,-0.17526413921690492,0.2491192358882016,-0.44176285414480465,-0.7140274961460532,-0.5652926816180022,-0.12225201072386066,-0.0902856409068389,-0.5512848279279755,-0.7306579345894456,-1.3954536977592114,-0.05482233502537989,-0.06523955147808437,-1.3460193309104107,-0.028953229398663467,0.9039190897597974,-0.09857072449482504,-0.408882692158512,-0.8731880342736265,-0.04516604629329738,-0.15107240338701788
2013-09-01,-0.11682941144546982,-0.6605873910568388,-0.7046754883427852,-0.3752743233357722,-0.22995649471721563,0.17396069834807773,-0.44735921650926763,-0.6879223636395566,-0.5710958129742739,-0.12010723860590014,-0.05257559232680087,-0.28458074697110464,-0.7164712530004748,-1.4220052808661032,-0.01421319796954212,-0.032619775739042546,-1.368425258399369,-0.046770601336302675,0.9181703252499711,0.0,-0.4100971592412264,-0.8491837335538036,-0.25501973514574927,-0.21023488943161603
2013-10-01,0.160392712066134,-0.6374986730382213,-0.6773534971644612,-0.4045354791514267,0.041019266625230644,0.13857355358960297,-0.41121604290544356,-0.6665002378485052,-0.5701393665983273,0.025737265415549812,-0.03590445723368836,-0.2256112991216931,-0.7022857443929461,-1.3456952688633994,0.046700507614214,0.022426095820592566,-1.2773679824511335,0.0022271714922052475,0.8462245718882886,0.0,-0.3942046682627429,-0.8291274924153191,-0.2523487137445205,0.03509945659447018
2013-11-01,0.4622057178994253,-0.6150554918578267,-0.6078890989287965,-0.4337966349670818,-0.05096333126165322,0.12855241525092,-0.3788037775445949,-0.6239812745011035,-0.549362298023551,-0.055764075067024084,-0.01276581714504871,-0.199159931669042,-0.6881016945882882,-1.222202130065296,0.08121827411167591,0.06931702344546306,-1.1072038193178124,-0.0022271714922048515,0.7774968394437418,0.09857072449482504,-0.384537252033105,-0.8089247272337423,-0.21411476136010515,0.004091240214743276
